pl_name,pl_hab,pl_orbper,pl_rade,pl_masse,pl_eqt,st_teff,sy_dist
Kepler-784 c,0,17.1570874,2.04,,909,5611,1303.72
Kepler-785 b,0,1.973760926,9.14,,752,3806,642.051
Kepler-786 b,0,53.5293487,2.39,,353,4744,485.318
Kepler-787 b,0,0.928310498,1.47,,1405,4894,503.568
Kepler-788 b,0,8.39846269,2.16,,978,6297,1775.8
Kepler-789 b,0,8.63847725,2.1,,937,6178,1480.16
Kepler-79 b,0,13.4845,3.47,10.9,,6174,1020.72
Kepler-79 c,0,27.4029,3.72,5.9,,6174,1020.72
Kepler-79 d,0,52.0902,7.16,6,,6174,1020.72
Kepler-79 e,0,81.0659,3.49,4.1,,6174,1020.72
Kepler-790 b,0,13.73469807,2.14,,634,5196,703.168
Kepler-791 b,0,14.55387488,3.45,,939,6143,1266.34
Kepler-792 b,0,11.30119217,1.75,,831,5948,1425.47
Kepler-793 b,0,4.24153639,1.51,,1177,5776,985.699
Kepler-794 b,0,11.13125132,1.61,,884,5993,931.192
Kepler-795 b,0,29.6193421,1.76,,579,5616,492.122
Kepler-796 b,0,6.40087618,2.18,,1226,5353,817.584
Kepler-797 b,0,27.07237711,1.94,,554,5589,1315.26
Kepler-798 b,0,13.71933369,2.1,,887,6428,972.274
Kepler-799 b,0,133.4605235,7.54,,369,6063,
Kepler-799 c,0,15.19421803,1.92,,762,6063,
Kepler-8 b,0,3.52254,15.906,191.643,1764,6213,1021.87
Kepler-80 b,0,7.05246,2.67,6.93,,4540,369.451
Kepler-80 c,0,9.52355,2.74,6.74,,4540,369.451
Kepler-80 d,0,3.07222,1.53,6.75,,4540,369.451
Kepler-80 e,0,4.64489,1.6,4.13,,4540,369.451
Kepler-80 f,0,0.9867873,1.21,,,4540,369.451
Kepler-80 g,0,14.651,1.05,0.065,,4540,369.451
Kepler-800 b,0,14.13176026,2.91,,677,5626,1019.26
Kepler-801 b,0,11.41926141,1.48,,419,3823,440.426
Kepler-802 b,0,40.0587473,3.46,,490,5674,780.585
Kepler-803 b,0,50.28638192,3.2,,479,5642,639.771
Kepler-804 b,0,14.37457351,1.9,,767,5775,649.65
Kepler-804 c,0,9.65185017,1.17,,875,5775,649.65
Kepler-805 b,0,30.8639476,3.01,,743,5977,638.49
Kepler-806 b,0,8.09219642,1.86,,1235,5662,361.896
Kepler-808 b,0,0.631332353,1.1,,1324,4441,
Kepler-809 b,0,55.63934,2.96,,478,5949,961.405
Kepler-81 b,0,5.954897293,1.98,,541,3896,348.291
Kepler-81 c,0,12.03987488,2.18,,502,4261,348.291
Kepler-81 d,0,20.83766355,1.02,,357,3896,348.291
Kepler-810 b,0,4.59725385,1.74,,1105,5999,1458.59
Kepler-811 b,0,23.58447697,2.07,,635,5973,985.041
Kepler-812 b,0,10.1171684,3.07,,1163,6306,1482.74
Kepler-813 b,0,19.12947337,2.27,,698,6061,
Kepler-814 b,0,6.1469851,1.78,,1093,6341,2055.77
Kepler-815 b,0,8.57503552,4.43,,1394,5048,1259.28
Kepler-816 b,0,10.50682565,9.41,,669,5122,983.697
Kepler-817 b,0,3.990105908,7.45,,1124,5926,1484.46
Kepler-818 b,0,10.03538581,4.69,,793,5835,925.037
Kepler-819 b,0,33.1995648,2.56,,468,5307,664.306
Kepler-82 b,0,26.44,4.07,12.15,,,904.326
Kepler-82 c,0,51.54,5.34,13.9,,,904.326
Kepler-82 d,0,2.382952186,1.77,,1313,5739,904.326
Kepler-82 e,0,5.902246921,2.55,,970,5739,904.326
Kepler-82 f,0,75.732,,20.9,,,904.326
Kepler-820 b,0,127.8338098,7.57,,498,6205,1387.2
Kepler-821 b,0,1.92279873,1.25,,1194,5155,614.571
Kepler-822 b,0,3.222975318,1.47,,1239,5823,860.391
Kepler-823 b,0,4.16811839,2.28,,1277,5689,1389.27
Kepler-824 b,0,4.51436633,1.88,,1266,6235,1201.4
Kepler-825 b,0,3.77360059,1.35,,1270,6224,807.85
Kepler-825 c,0,8.18182189,1.77,,981,6224,807.85
Kepler-826 b,0,4.48758768,1.37,,1305,6060,779.596
Kepler-827 b,0,51.92927591,5.14,,449,5735,2046.68
Kepler-828 b,0,0.567857136,1.4,,1714,5076,575.322
Kepler-829 b,0,6.8833761,1.69,,857,5679,1073.76
Kepler-83 b,0,9.77045194,2.37,,459,3893,400.409
Kepler-83 c,0,20.09020088,2.06,,361,3893,400.409
Kepler-83 d,0,5.169809946,1.81,,567,3893,400.409
Kepler-830 b,0,11.29689442,1.74,,907,6096,
Kepler-831 b,0,5.62153941,1.19,,980,5628,593.54
Kepler-832 b,0,7.13969705,2.24,,965,6014,1688.12
Kepler-833 b,0,18.7546998,1.75,,382,3977,467.37
Kepler-834 b,0,13.32388301,1.35,,378,3750,633.937
Kepler-835 b,0,11.41909375,2.91,,918,6299,2406.33
Kepler-836 b,0,11.36112327,2.68,,871,6244,980.035
Kepler-837 b,0,16.56059504,2.71,,702,5818,901.907
Kepler-838 b,0,15.74957994,2.85,,774,6178,1104.04
Kepler-839 b,0,37.8144514,2.29,,614,6228,944.561
Kepler-84 b,0,8.72585478,2.86,,985,6036,1023.9
Kepler-84 c,0,12.88291395,3.15,,865,6036,1023.9
Kepler-84 d,0,4.22451369,1.3,,1188,6028,1023.9
Kepler-84 e,0,27.4345883,2.3,,636,6028,1023.9
Kepler-84 f,0,44.5520266,2.29,,572,6036,1023.9
Kepler-841 b,0,124.4198398,4.67,,304,5446,998.961
Kepler-842 b,0,1.21956827,1.58,,1264,4845,532.726
Kepler-843 b,0,2.053879821,2.29,,1379,5868,1165.66
Kepler-844 b,0,2.613020856,1.51,,704,3878,431.776
Kepler-845 b,0,0.927859821,2.1,,1470,4911,431.051
Kepler-846 b,0,19.80792185,2.3,,628,5787,1127.12
Kepler-847 b,0,2.343230566,1.18,,1054,4798,513.103
Kepler-848 b,0,6.91134416,1.44,,978,5907,1378.47
Kepler-849 b,0,394.62508,8.08167508,298.7587026,362.7,5950,822.134
Kepler-85 b,0,8.30537702,1.69,,809,5435,765.025
Kepler-85 c,0,12.51366754,1.92,,725,5695,765.025
Kepler-85 d,0,17.9133739,1.27,,644,5695,765.025
Kepler-85 e,0,25.2152875,1.21,,574,5695,765.025
Kepler-850 b,0,7.19303878,1.65,,996,6185,1661.28
Kepler-851 b,0,8.50698069,1.9,,900,5822,839.255
Kepler-852 b,0,44.9309804,2.78,,628,6354,1619.03
Kepler-853 b,0,7.16892463,1.25,,1070,6343,568.676
Kepler-855 b,0,7.886632468,8.99,,996,5847,1506.58
Kepler-856 b,0,8.027680595,8.89,,825,5569,1351.17
Kepler-857 b,0,85.35129427,5.56,,370,5635,983.502
Kepler-858 b,0,76.13622222,4.78,,399,5591,298.532
Kepler-859 b,0,20.38177573,2.87,,519,5100,839.903
Kepler-860 b,0,5.101379454,2.91,,1050,5869,1056.36
Kepler-861 b,0,3.949631375,2.43,,966,5155,850.327
Kepler-862 b,0,3.148664534,2.27,,1097,5258,1039.03
Kepler-863 b,0,15.59461874,2.87,,718,5900,1499.66
Kepler-864 b,0,5.83376197,2.98,,1143,6213,2022.9
Kepler-864 c,0,2.42150341,1.62,,1532,6213,2022.9
Kepler-865 b,0,14.16400071,2.35,,694,5440,586.137
Kepler-865 c,0,6.20925415,0.9,,914,5440,586.137
Kepler-866 b,0,2.617032536,1.66,,997,4831,646.667
Kepler-867 b,0,150.242127,3.79,,291,5514,1195.54
Kepler-868 b,0,5.03251791,2.04,,1046,5970,1593.13
Kepler-869 b,0,40.4287755,3.25,,496,5812,939.455
Kepler-87 b,0,114.73635,13.49,324.2,478,5600,1232.9
Kepler-87 c,0,191.2318,6.14,6.4,403,5600,1232.9
Kepler-870 b,0,21.3587621,2.67,,691,6170,1259.46
Kepler-871 b,0,22.0459018,3.14,,640,5900,1976.05
Kepler-872 b,0,2.578855068,1.6,,1232,5751,879.683
Kepler-873 b,0,20.5533844,3.32,,753,6343,1182.22
Kepler-874 b,0,40.0686727,3.41,,560,6026,1082.16
Kepler-875 b,0,27.5073799,2.28,,569,5783,1242.62
Kepler-876 b,0,5.14438011,1.45,,864,5192,820.913
Kepler-877 b,0,18.45847097,2.3,,615,5413,602.176
Kepler-878 b,0,25.9421582,1.95,,501,5167,791.625
Kepler-879 b,0,33.3855938,2.54,,580,5833,802.672
Kepler-879 c,0,0.646716,0.4,,,5456.75,802.672
Kepler-88 d,0,1403,,,,5466,376.863
Kepler-880 b,0,7.71468975,2.15,,1256,6915,601.324
Kepler-880 c,0,11.80619472,1.53,,1090,6915,601.324
Kepler-881 b,0,4.44448017,1.65,,1191,6210,1375.18
Kepler-882 b,0,3.989539666,0.96,,901,5208,504.605
Kepler-883 b,0,12.98495573,1.53,,834,6212,627.455
Kepler-884 b,0,5.69919514,1.32,,1089,6070,476.733
Kepler-885 b,0,18.11472949,2.41,,864,6453,651.318
Kepler-886 b,0,6.24145791,1.6,,1111,5810,711.297
Kepler-887 b,0,20.4222447,1.78,,785,6119,886.588
Kepler-887 c,0,7.63846023,1.05,,1084,6422,886.588
Kepler-888 b,0,70.6981724,1.63,,417,5811,420.817
Kepler-889 b,0,3.744439,1.06,,1295,5849,598.313
Kepler-890 b,0,52.75875577,9.04,,545,6244,1712.12
Kepler-891 b,0,53.44945593,6.04,,486,5919,2340.58
Kepler-892 b,0,13.75207851,2.81,,556,4802,570.727
Kepler-893 b,0,6.33855761,3.19,,1034,6108,1285.59
Kepler-894 b,0,9.803224,3.23,,896,6170,1162.91
Kepler-895 b,0,2.806243488,1.41,,771,4153,540.134
Kepler-896 b,0,144.547396,2.6,,304,5514,2334.93
Kepler-896 c,0,29.5422963,3.23,,517,5514,2334.93
Kepler-897 b,0,8.0472642,1.95,,854,5835,1519.25
Kepler-898 b,0,5.87063416,1.44,,616,4166,484.891
Kepler-899 b,0,19.17893976,2.4,,640,5767,1246.43
Kepler-9 b,0,19.23891,8.29,43.4,,5774,628.257
Kepler-9 c,0,38.9853,8.08,29.9,,5774,628.257
Kepler-9 d,0,1.592851,1.64,,2026,5777,628.257
Kepler-90 i,0,14.44912,1.32,,709,6015,848.254
Kepler-900 b,0,6.9913086,2.19,,720,4848,487.525
Kepler-901 b,0,3.517494725,1.42,,704,4132,253.867
Kepler-902 b,0,40.1099547,2.49,,524,5960,1165.34
Kepler-903 b,0,10.3507721,1.75,,774,5735,1369.24
Kepler-903 c,0,62.9228557,2.23,,424,5735,1369.24
Kepler-904 b,0,3.021668632,1.35,,1332,6201,978.125
Kepler-905 b,0,5.082746517,1.47,,960,5569,529.268
Kepler-906 b,0,41.6979976,2.18,,563,5934,757.791
Kepler-907 b,0,15.86624787,1.31,,879,6099,
Kepler-908 b,0,1.340596782,1.16,,1783,5992,290.843
Kepler-909 b,0,13.93290318,1.22,,789,6028,309.596
Kepler-91 b,0,6.24658,15.322703,257.4423,2040,4550,1294.69
Kepler-910 b,0,2.36436762,0.82,,1752,6250,400.289
Kepler-911 b,0,20.310501,2.53,,942,6081,556.168
Kepler-912 b,0,2.534756273,2,,1218,5662,2004.72
Kepler-913 b,0,10.29674097,5.75,,1129,6068,991.618
Kepler-913 c,0,5.93918879,1.72,,849,5412,991.618
Kepler-914 b,0,4.4096675,1.51,,1192,5836,753.723
Kepler-915 b,0,4.59489604,1.24,,1321,6432,849.036
Kepler-916 b,0,32.2968798,1.84,,496,5412,830.712
Kepler-917 b,0,2.97041801,1.7,,991,5068,3460.51
Kepler-918 b,0,4.85386933,1.44,,1102,6061,1025.03
Kepler-919 b,0,11.04603384,1.93,,869,6093,1119.87
Kepler-92 b,0,13.7488263,3.58,,978,5871,477.992
Kepler-92 c,0,26.723169,2.31,,781,5862,477.992
Kepler-92 d,0,49.3568849,1.99,,639,5871,477.992
Kepler-920 b,0,6.53194024,3.09,,907,5301,1001.68
Kepler-920 c,0,100.8276725,4.35,,364,5301,1001.68
Kepler-921 b,0,51.300634,2.9,,492,6032,934.49
Kepler-922 b,0,0.938466832,1.48,,1898,5902,536.323
Kepler-923 b,0,6.93366476,1.28,,1054,6194,1000.28
Kepler-924 b,0,61.0370117,2.5,,509,6372,1053.04
Kepler-925 b,0,33.8677783,2.31,,394,4564,611.115
Kepler-926 b,0,52.0688601,1.82,,440,5693,921.361
Kepler-927 b,0,9.1149903,1.78,,906,5962,831.685
Kepler-928 b,0,3.932461302,1.8,,894,4841,508.809
Kepler-929 b,0,0.921030497,1.62,,2362,5843,1311.23
Kepler-93 b,0,4.72673978,1.478,4.02,1037,5655,95.9115
Kepler-93 c,0,3650,,2701.555,,5655,95.9115
Kepler-930 b,0,71.4517775,2.3,,561,6148,848.396
Kepler-931 b,0,8.03753796,1.54,,744,5044,
Kepler-932 b,0,1.921437488,1.77,,1276,5238,465.612
Kepler-933 b,0,14.20443009,2.02,,610,5362,1017.2
Kepler-934 b,0,55.673582,2.19,,384,4998,608.738
Kepler-935 b,0,4.88083852,1.59,,879,4929,471.782
Kepler-936 b,0,10.56134221,1.92,,867,5610,823.399
Kepler-937 b,0,67.668827,3.27,,495,6126,1571.46
Kepler-937 c,0,153.343364,2.4,,377,6126,1571.46
Kepler-938 b,0,52.6298417,2.08,,436,5614,1182.05
Kepler-939 b,0,14.8783945,1.63,,692,5822,2093.62
Kepler-94 b,0,2.50806,3.51,10.84,,4781,191.904
Kepler-94 c,0,820.3,,3126,,4781,191.904
Kepler-940 b,0,59.6222627,3.63,,486,6108,1260.78
Kepler-941 b,0,17.42395198,3.49,,722,6018,1088.36
Kepler-942 b,0,44.96417488,2.02,,367,4684,216.354
Kepler-943 b,0,49.7701438,5.36,,457,5782,2300.53
Kepler-944 b,0,43.3167427,2.42,,459,5654,1349.43
Kepler-945 b,0,31.0033814,2.79,,609,6108,1651.25
Kepler-946 b,0,11.79162572,1.78,,770,5945,1137.29
Kepler-947 b,0,26.9644317,2.4,,573,5754,1730.78
Kepler-948 b,0,7.76845639,1.35,,841,5447,868.017
Kepler-949 b,0,8.689307296,3.03,,782,5211,486.105
Kepler-949 c,0,20.99747771,3.72,,582,5211,486.105
Kepler-95 b,0,11.5231,3.42,13,,5699,445.656
Kepler-950 b,0,98.7180406,6.97,,363,5838,2161.6
Kepler-951 b,0,71.52530845,6.21,,346,4850,382.509
Kepler-952 b,0,130.3546919,7.91,,369,5970,1304.25
Kepler-953 b,0,88.40678718,4.55,,410,5611,258.893
Kepler-953 c,0,9.10967112,1.16,,846,5688,258.893
Kepler-954 b,0,16.78175788,2.25,,545,4925,215.814
Kepler-955 b,0,14.53244172,3.19,,664,5345,550.383
Kepler-956 b,0,5.248667607,2.84,,1056,5807,544.939
Kepler-957 b,0,5.907413537,5.04,,769,4963,824.688
Kepler-958 b,0,9.7678805,2.51,,848,5568,449.773
Kepler-959 b,0,14.80075082,17.38,,1912,6327,807.729
Kepler-96 b,0,16.2385,2.67,8.46,,5690,122.881
Kepler-960 b,0,3.126861192,5.12,,1391,4854,284.916
Kepler-961 b,0,16.87725775,2.54,,642,5497,574.314
Kepler-962 b,0,12.05705659,1.96,,689,5365,411.486
Kepler-963 b,0,9.97683705,2.89,,802,5500,771.494
Kepler-963 c,0,0.919783,0.6,,,5169.47,771.494
Kepler-964 b,0,13.5225106,4.15,,943,5659,454.626
Kepler-965 b,0,134.2527298,2.42,,340,5973,582.828
Kepler-966 b,0,99.7468804,3.94,,391,5620,1027.8
Kepler-967 b,0,13.22713379,1.86,,581,5080,568.546
Kepler-967 c,0,198.7112502,2.86,,236,5080,568.546
Kepler-968 b,0,3.692983728,1.61,,748,4397,290.324
Kepler-968 c,0,5.709404918,1.42,,647,4397,290.324
Kepler-969 b,0,34.1731714,2.35,,522,5346,390.354
Kepler-969 c,0,1.682934604,1.16,,1424,5346,390.354
Kepler-97 b,0,2.58664,1.48,3.51,,5779,400.907
Kepler-97 c,0,789,,344,,5779,400.907
Kepler-970 b,0,16.736525,2.609,,,4290,331.545
Kepler-971 b,0,9.59070716,4.28,,1086,5476,338.522
Kepler-972 b,0,7.03932553,4.29,,1063,6137,1198.03
Kepler-973 b,0,49.6077331,1.84,,406,5180,328.52
Kepler-974 b,0,4.194496514,1.44,,534,3584,134.311
Kepler-975 b,0,1.970342457,3.35,,1598,4883,426.088
Kepler-975 c,0,5.058213203,5.99,,1168,4883,426.088
Kepler-976 b,0,105.9566815,3.79,,324,5327,1012.41
Kepler-977 b,0,26.85328322,2.76,,544,5329,568.751
Kepler-978 b,0,49.6221509,2.75,,539,6264,682.522
Kepler-979 b,0,8.0880135,2.51,,733,5201,576.503
Kepler-98 b,0,1.54168,1.99,3.55,,5539,350.315
Kepler-980 b,0,11.55102504,2.05,,761,5897,961.468
Kepler-981 b,0,4.469754641,2.26,,1103,5988,878.082
Kepler-982 b,0,15.77382794,2.72,,955,6283,801.479
Kepler-983 b,0,60.0855082,2.19,,492,6201,714.437
Kepler-984 b,0,43.0342272,3.01,,594,5650,460.188
Kepler-985 b,0,116.331901,3.53,,371,5733,679.361
Kepler-986 b,0,56.4349938,2.09,,444,5734,548.364
Kepler-987 b,0,105.3035093,3.18,,351,5534,914.126
Kepler-988 b,0,17.76076524,1.93,,368,3826,304.889
Kepler-989 b,0,7.96431492,2.44,,805,5185,491.978
Kepler-99 b,0,4.60358,1.48,6.15,,4782,208.369
Kepler-990 b,0,9.91723428,2.25,,847,5953,802.163
Kepler-990 c,0,0.53835407,1.67,,2386,5539,802.163
Kepler-991 b,0,82.5341188,2.45,,260,4316,389.561
Kepler-992 b,0,20.16034462,3.78,,767,5017,259.639
Kepler-993 b,0,22.08557563,2.22,,301,3635,324.423
Kepler-994 b,0,1.151166506,1.56,,936,3855,188.158
Kepler-995 b,0,28.26727385,2.93,,517,5132,609.638
Kepler-996 b,0,3.770590584,1.48,,1132,6057,1216.58
Kepler-997 b,0,2.707306716,0.98,,1508,6287,467.568
Kepler-998 b,0,5.65377733,1.88,,1020,5988,986.364
Kepler-999 b,0,5.99185827,2.75,,1355,6157,545.063
L 168-9 b,0,1.4015,1.39,4.6,965,3800,25.1496
L 363-38 b,0,8.781,,,330,3129,10.2295
L 98-59 b,0,2.253114,0.837,0.46,620,3415,10.6194
L 98-59 c,0,3.6906777,1.385,2.22,553,3415,10.6194
L 98-59 d,0,7.4507245,1.521,1.94,416,3415,10.6194
L 98-59 e,0,12.8278,,,347,3415,10.6194
L 98-59 f,0,23.064,,,285,3415,10.6194
LHS 1140 c,0,3.77792,1.169,1.76,708.9,2988,14.9861
LHS 1478 b,0,1.9495378,1.242,2.33,595,3381,18.2276
LHS 1678 b,0,0.8602322,0.696,0.35,,3490,19.8782
LHS 1678 c,0,3.694247,0.982,1.4,,3490,19.8782
LHS 1678 d,0,4.9652229,0.981,,,3490,19.8782
LHS 1815 b,0,3.81433,1.088,8.7,617,3643,29.8424
LHS 3154 b,0,3.71778,,,,2861,15.7606
LHS 3844 b,0,0.46292913,1.303,,805,3036,14.8846
LHS 475 b,0,2.029101,0.975,,587,3289,12.4814
LP 261-75 b,0,,,6674.396547,1500,,33.928
LP 714-47 b,0,4.052037,4.7,30.8,700,3950,52.616
LP 791-18 b,0,0.948005,1.12,,650,2960,26.4927
LP 791-18 c,0,4.9899093,2.438,7.1,324.4,2960,26.4927
LP 791-18 d,0,2.753436,1.032,0.9,395.5,2960,26.4927
LP 890-9 b,0,2.7299025,1.32,13.2,396,2850,32.4298
LSPM J2116+0234 b,0,14.4399,,,,3475,17.6297
LTT 1445 A b,0,5.35882,1.38,2.2,433,3337,6.86929
LTT 1445 A c,0,3.1239035,1.147,1.54,508,3340,6.86929
LTT 3780 b,0,0.768377,1.35,2.34,1000,3360,21.9814
LTT 3780 c,0,12.252284,2.39,8.04,359,3358,21.9814
LTT 9779 b,0,0.792052,4.72,29.32,1978,5443,80.4373
LkCa 15 b,0,,,,,4194,158.152
LkCa 15 c,0,,,,,4194,158.152
Luhman 16 b,0,10001,,8867.412555,,,
Lupus-TR-3 b,0,3.91405,9.976,257.431,,5000,773.409
M62H b,0,0.132935028,,785.0361653,,,
MASCARA-1 b,0,2.14878,16.8135,1175.971,2570,7554,182.273
MASCARA-4 b,0,2.82406,17.14977,985.273,2100,7800,170.696
MOA-2007-BLG-192L b,0,,,3.3,,,1000
MOA-2007-BLG-400L b,0,,,260,34,,5800
MOA-2008-BLG-310L b,0,,,23.4,,,7700
MOA-2008-BLG-379L b,0,,,1300,,,3300
MOA-2009-BLG-266L b,0,2800,,10.4,,,3040
MOA-2009-BLG-319L b,0,,,67.3,,,7050
MOA-2009-BLG-387L b,0,1980,,830,,,5690
MOA-2010-BLG-073L b,0,,,3500,,,2800
MOA-2010-BLG-117L b,0,,,170,,,3500
MOA-2010-BLG-328L b,0,,,109,,,4600
MOA-2010-BLG-353L b,0,,,86,,,6430
MOA-2010-BLG-477L b,0,,,480,,5950,2300
MOA-2011-BLG-028L b,0,,,30,,,7380
MOA-2011-BLG-262L b,0,,,17,,,7200
MOA-2011-BLG-291L b,0,,,27,,,7000
MOA-2011-BLG-293L b,0,550,,760,,,7150
MOA-2011-BLG-322L b,0,,,3690,,,7560
MOA-2012-BLG-006L b,0,,,2700,,,5300
MOA-2012-BLG-505L b,0,,,6.7,,,7210
MOA-2013-BLG-220L b,0,,,871,,,6720
MOA-2013-BLG-605L b,0,,,3.24,,,850
MOA-2015-BLG-337L b,0,,,5720,,,6300
MOA-2016-BLG-227L b,0,,,1700,,,7100
MOA-2016-BLG-319L b,0,,,200,,,6800
MOA-2016-BLG-526L b,0,,,21.77124588,,,6920
MOA-2019-BLG-008L b,0,,,4767.426105,,,2600
MOA-2020-BLG-135L b,0,,,11.3,,,7900
MOA-2020-BLG-208L b,0,,,46,,,7490
MOA-2022-BLG-033L b,0,,,12.15,,,1840
MOA-2022-BLG-091L b,0,,,1141.003981,,,4250
MOA-2022-BLG-249L b,0,,,4.83,,,2000
MOA-2022-BLG-563L b,0,,,127.1313628,,,6530
MOA-bin-1L b,0,,,1200,,,5100
MOA-bin-29 b,0,,,150,,,7230
MWC 758 c,0,,,,500,,159.537
MXB 1658-298 b,0,760,,7532.571,,,
NGC 2682 Sand 1429 b,0,77.48,,,683,6000,852.793
NGC 2682 Sand 364 b,0,121.71,,,,4284,817.192
NGC 2682 Sand 978 b,0,511.21,,,,4200,821.918
NGC 2682 YBP 1194 b,0,6.958,,,,5780,872.92
NGC 2682 YBP 1514 b,0,5.118,,,,5725,914.221
NGC 2682 YBP 401 b,0,4.087,,,,6165,830.822
NGTS-1 b,0,2.647298,14.90797,258.07796,790,3916,218.121
NGTS-10 b,0,0.7668944,13.506845,687.14846,1332,4600,
NGTS-11 b,0,35.45533,9.157753,109.33352,435,5050,190.422
NGTS-12 b,0,7.532806,11.747032,66.10864,1257,5690,446.442
NGTS-13 b,0,4.119027,12.800678,1538.2972,1605,5819,647.595
NGTS-14 A b,0,3.5357173,4.976796,29.24036,1143,5187,322.148
NGTS-15 b,0,3.27623,12.32987877,238.6891337,1146,5600,786.485
NGTS-16 b,0,4.84532,14.57167491,211.9915475,1177,5550,898.168
NGTS-17 b,0,3.24253,13.89913607,242.820903,1457,5650,1040.28
NGTS-18 b,0,3.05125,13.56286665,129.9918185,1381,5610,1096.19
NGTS-2 b,0,4.511164,17.878355,235.1942,1468,6478,356.391
NGTS-20 b,0,54.18915,11.99360935,947.1286529,688,5980,382.898
NGTS-21 b,0,1.5433897,14.90794433,750.0750405,1357,4660,592.891
NGTS-23 b,0,4.0764326,14.20177855,194.8288135,1327,6057,1074.95
NGTS-24 b,0,3.4678796,13.60770257,165.2707716,1499,5820,683.062
NGTS-25 b,0,2.823093,11.46678726,203.0923521,1101,5321,521.233
NGTS-26 b,0,4.5199279,14.88552637,92.80589484,1331,5550,1093.69
NGTS-27 b,0,3.3704181,15.64773706,188.4722454,1783,5700,942.122
NGTS-3 A b,0,1.6753728,16.58932,756.4354,,5600,743.972
NGTS-30 b,0,98.29838,10.40193409,305.1152707,500,5455,238.377
NGTS-33 b,0,2.827972,18.38272835,1153.717117,1991,7437,437.855
NGTS-4 b,0,1.3373508,3.18,20.6,1650,5143,280.555
NGTS-5 b,0,3.3569866,12.733424,72.78307,952,4987,306.779
NGTS-6 b,0,0.882059,14.863134,425.57437,1283.9,4730,308.262
NGTS-8 b,0,2.4997,12.21781,295.5819,1345,5241,428.976
NGTS-9 b,0,4.43527,11.99363,921.707,1448,6330,609.128
NN Ser c,0,5660,,2196.11,,57000,515.818
NN Ser d,0,2830,,724.622,,57000,515.818
NSVS 14256825 b,0,3225,,,,40000,820.877
NY Vir b,0,2900,,730.978,,32780,544.024
NY Vir c,0,8799,,,,32780,544.024
OGLE-2003-BLG-235L b,0,,,480,,,5200
OGLE-2005-BLG-071L b,0,,,1200,55,,3200
OGLE-2005-BLG-169L b,0,,,14.1,,,4100
OGLE-2005-BLG-390L b,0,3285,,5.5,50,,6600
OGLE-2006-BLG-109L b,0,,,230,82,,1490
OGLE-2006-BLG-109L c,0,4927.5,,86,,,1510
OGLE-2006-BLG-284L A b,0,,,144,,,4000
OGLE-2007-BLG-349L AB c,0,2557,,80,,,2760
OGLE-2007-BLG-368L b,0,,,20,,,5900
OGLE-2008-BLG-092L b,0,,,57,,,8100
OGLE-2008-BLG-355L b,0,,,1500,,,6800
OGLE-2011-BLG-0173L b,0,,,57,,,6000
OGLE-2011-BLG-0251L b,0,,,140,,,2710
OGLE-2011-BLG-0265L b,0,,,180,,,3490
OGLE-2012-BLG-0026L b,0,,,46.1,,,4019
OGLE-2012-BLG-0026L c,0,,,270,,,4019
OGLE-2012-BLG-0358L b,0,,,578,,,1730
OGLE-2012-BLG-0406L b,0,,,830,,,3600
OGLE-2012-BLG-0563L b,0,,,120,,,1300
OGLE-2012-BLG-0724L b,0,,,150,,,6700
OGLE-2012-BLG-0838L b,0,,,53.1,,,6320
OGLE-2012-BLG-0950L b,0,,,31,,,2900
OGLE-2013-BLG-0102L b,0,,,4100,,,3040
OGLE-2013-BLG-0132L b,0,,,92,,,3900
OGLE-2013-BLG-0341L B b,0,,,2.32,,,1161
OGLE-2013-BLG-0911L b,0,,,3020,,,3220
OGLE-2013-BLG-1721L b,0,,,200,,,6300
OGLE-2013-BLG-1761L b,0,,,860,,,6900
OGLE-2014-BLG-0124L b,0,,,206.5884646,,,3500
OGLE-2014-BLG-0221L b,0,,,1382.55357,,,3680
OGLE-2014-BLG-0319L b,0,,,181.162192,,,7730
OGLE-2014-BLG-0676L b,0,,,1185.499958,,,2670
OGLE-2014-BLG-1722L b,0,,,55.3,,,6400
OGLE-2014-BLG-1722L c,0,,,83.7,,,6400
OGLE-2014-BLG-1760L b,0,,,180,,,6860
OGLE-2015-BLG-0051L b,0,,,230,,,8200
OGLE-2015-BLG-0954L b,0,,,1100,,,1200
OGLE-2015-BLG-0966L b,0,,,21,,,3300
OGLE-2015-BLG-1609L b,0,,,44.49597698,,,7510
OGLE-2015-BLG-1649L b,0,,,807,,,4230
OGLE-2015-BLG-1670L b,0,,,17.9,,,6700
OGLE-2015-BLG-1771L b,0,,,127,,,6860
OGLE-2016-BLG-0007L b,0,14200,,1.32,,,4300
OGLE-2016-BLG-0263L b,0,,,1300,,,6500
OGLE-2016-BLG-0613L AB b,0,,,871,,,3190
OGLE-2016-BLG-1067L b,0,,,140,,,3780
OGLE-2016-BLG-1093L b,0,,,235.1930212,,,8060
OGLE-2016-BLG-1190L b,0,1220,,4253,,,6770
OGLE-2016-BLG-1195L b,0,,,1.43,,,3910
OGLE-2016-BLG-1227L b,0,,,1580,,,
OGLE-2016-BLG-1598L b,0,,,222.4798849,,,5910
OGLE-2016-BLG-1800L b,0,,,791.3927334,,,6470
OGLE-2017-BLG-0173L b,0,,,8.95,,,4800
OGLE-2017-BLG-0364L b,0,,,256,,,6840
